key,source,target
D_Tutorial_StringTable/Str_Tutorial_PopUp_ClawKill_020,"While using the fox arm, hold <img id=""Interact""/> near enemies who have been rendered inanimate to use Soul Siphon. This will prevent enemies from reanimating.","Tilki kolunu kullanırken, hareketsiz hale getirilmiş düşmanların yakınında <img id=""Interact""/> tuşunu basılı tutarak Ruh Sifonu'nu kullanın. Bu, düşmanların yeniden canlanmasını önleyecektir."
D_Tutorial_StringTable/Str_Tutorial_PopUp_SSword_030,"You can perform a Counter while wielding the sacred sword using <img id=""HeavyAttack""/> so long as a counter is possible—even if you are already in the middle of an attack.","Kutsal kılıcı kullanırken, bir saldırının ortasında olsanız bile, bir karşı atak mümkün olduğu sürece <img id=""HeavyAttack""/> kullanarak Karşı Atak yapabilirsiniz."
D_Tutorial_StringTable/Str_Tutorial_PopUp_Offering_010,"Some Offerings not only recover Health and Sanity, but can also be exchanged for Faith at hokora.","Bazı Adaklar sadece Sağlığı ve Akıl Sağlığını geri kazandırmakla kalmaz, aynı zamanda hokoralarda İnanç ile de takas edilebilir."
D_Tutorial_StringTable/Str_Tutorial_Escape,"You can escape from combat
by getting out of the enemies' sight.","Düşmanların görüş alanından çıkarak
çatışmadan kaçabilirsin."
D_Tutorial_StringTable/Str_Tutorial_SanityRestoreAtShrine,"You can restore your Sanity at a hokora.
Taking psychological damage will cause your
Sanity to decrease. Once you have no Sanity
left, your Health will take damage instead.","Bir hokorada Akıl Sağlığını geri kazanabilirsin.
Psikolojik hasar almak Akıl Sağlığının
azalmasına neden olur. Akıl Sağlığın kalmadığında
bunun yerine Canın hasar alır."
D_Tutorial_StringTable/Str_Tutorial_PopUp_BrandPlus_020,"When starting the game from a completed file, Soul Siphon will be able to affect multiple inanimate enemies in a small area.","Oyuna tamamlanmış bir dosyadan başlarken, Ruh Sifonu küçük bir alandaki birden fazla cansız düşmanı etkileyebilecektir."
D_Tutorial_StringTable/Str_Tutorial_PopUp_BrandPlus_010,"When starting the game from a completed file, using an offering that recovers sanity will also fill up the kudzu seal.","Oyuna tamamlanmış bir dosyadan başlarken, akıl sağlığını geri kazandıran bir adak kullanmak aynı zamanda kudzu mührünü de dolduracaktır."
D_Tutorial_StringTable/Str_Tutorial_PopUp_Dodge_020,"If you Dodge just before an enemy's attack lands, you will perform a Perfect Dodge and recover your stamina.","Bir düşmanın saldırısı tam isabet etmeden hemen önce Dodge yaparsanız, Mükemmel Dodge gerçekleştirir ve dayanıklılığınızı geri kazanırsınız."
D_Tutorial_StringTable/Str_Tutorial_ClawMaskFocus,"Hold <img id=""Focus""/> in front of certain walls 
to reveal paths they may be hiding.","Gizli yolları ortaya çıkarmak için 
bazı duvarların önünde <img id=""Focus""/> tuşunu basılı tutun."
D_Tutorial_StringTable/Str_Tutorial_PopUp_LevelUp_010,"You can use a blank ema and Faith to pray at a hokora and increase your Max Health, Stamina, and Sanity. You can also increase the number of omamori you can equip at the same time.","Boş bir ema ve İnanç kullanarak bir hokorada dua edebilir ve Maksimum Canınızı, Dayanıklılığınızı ve Akıl Sağlığınızı artırabilirsiniz. Aynı zamanda kuşanabileceğiniz omamori sayısını da artırabilirsiniz."
D_Tutorial_StringTable/Str_Tutorial_PopUp_Offering_020,"Use Faith at a hokora to fully restore your Sanity.
If you have chosen ""Story"" as your action difficulty level, then you can recover both your Health and Sanity without using Faith by visiting a hokora.","Aklını tamamen yenilemek için bir hokorada İnanç kullan.
Aksiyon zorluk seviyesi olarak ""Hikaye""yi seçtiyseniz, bir hokorayı ziyaret ederek İnanç kullanmadan hem Sağlığınızı hem de Aklınızı geri kazanabilirsiniz."
D_Tutorial_StringTable/Str_Tutorial_RevolvingLantern,"Enemies defeated in areas illuminated by 
evil-warding lanterns will be unable to reanimate.","Kötülüğü savuşturan fenerlerle aydınlatılan 
bölgelerde yenilen düşmanlar yeniden canlanamaz."
D_Tutorial_StringTable/Str_Tutorial_Worship,"Offering certain items at a hokora 
will allow you to receive Faith.","Bir hokaraya belirli öğeler sunmak, 
İnanç elde etmenizi sağlayacaktır."
D_Tutorial_StringTable/Str_Tutorial_PopUp_SSword_010,"While it is sheathed, the sacred sword will recover durability when you attack enemies using other weapons.","Kılıfındayken, kutsal kılıç diğer silahları kullanarak düşmanlara saldırdığınızda dayanıklılığını geri kazanır."
D_Tutorial_StringTable/Str_Tutorial_PopUp_Axe_020,"While using Focus, you will remain where you are and take a defensive stance. This will allow you to block most attacks, but your weapon's durability will decrease much faster.","Odaklanmayı kullanırken olduğunuz yerde kalacak ve savunma pozisyonu alacaksınız. Bu, çoğu saldırıyı engellemenizi sağlayacak, ancak silahınızın dayanıklılığı çok daha hızlı azalacaktır."
D_Tutorial_StringTable/Str_Tutorial_PopUp_Axe_030,"When your Focus gauge is full, use <img id=""LightAttack""/> to switch from a defensive position and unleash a Focus Attack.","Odak göstergeniz dolduğunda, <img id=""LightAttack""/> kullanarak savunma pozisyonundan çıkın ve bir Odak Saldırısı serbest bırakın."
D_Tutorial_StringTable/Str_Tutorial_PopUp_Focus_020,"Once your focus gauge is full, use <img id=""LightAttack""/> to perform a Focus Attack. Your current Max Sanity will decrease, but you will unleash a devastating attack that varies with each weapon.","Odak göstergeniz dolduğunda, Odak Saldırısı yapmak için <img id=""LightAttack""/> kullanın. Mevcut Maksimum Akıl Sağlığınız azalacak, ancak her silahla değişen yıkıcı bir saldırı başlatacaksınız."
D_Tutorial_StringTable/Str_Tutorial_PopUp_MaskFocus_010,"You are now able to see secrets concealed within the Dark Shrine using the mask from the Fox Clan. Hold <img id=""Focus""/> to use Focus and discover hidden paths and clues at certain locations.","Artık Tilki Klanı'nın maskesini kullanarak Karanlık Tapınak içinde gizlenmiş sırları görebilirsiniz. Odaklanmak için <img id=""Focus""/> tuşunu basılı tutun ve belirli konumlarda gizli yolları ve ipuçlarını keşfedin."
D_Tutorial_StringTable/Str_Tutorial_FullBackpack,There is a limit to how many items you can carry.,Taşıyabileceğin eşya sayısında bir sınır var.
D_Tutorial_StringTable/Str_Tutorial_PopUp_Attack_030,"Use <img id=""CameraReset""/> to lock onto an enemy.
Use <img id=""CameraReset""/> again to cancel.","Bir düşmana kilitlenmek için <img id=""CameraReset""/> kullanın.
İptal etmek için <img id=""CameraReset""/> öğesini tekrar kullanın."
D_Tutorial_StringTable/Str_Tutorial_PopUp_Dodge_010,"Use <img id=""Dodge""/> to evade enemy attacks.","Düşman saldırılarından kaçınmak için <img id=""Dodge""/> kullanın."
D_Tutorial_StringTable/Str_Tutorial_UseItem_Equip,"Use <img id=""Equipment""/> to equip an item and use it.","Bir eşyayı kuşanmak ve kullanmak için <img id=""Equipment""/> kullanın."
D_Tutorial_StringTable/Str_Tutorial_PopUp_CounterAttack_020,"The visual hint indicating that a Counter is possible will be visible for longer when you are using <img id=""Focus""/> to Focus.","Bir Karşı Saldırının mümkün olduğunu gösteren görsel ipucu, Odaklanmak için <img id=""Focus""/> kullandığınızda daha uzun süre görünür olacaktır."
D_Tutorial_StringTable/Str_Tutorial_PopUp_Attack_015,"Use <img id=""HeavyAttack""/> to Heavy Attack. Your movements will be slower, but you will deal far more damage and have a higher chance of stunning enemies.","Ağır Saldırı için <img id=""HeavyAttack""/> kullanın. Hareketleriniz daha yavaş olacak, ancak çok daha fazla hasar verecek ve düşmanları sersemletme şansınız daha yüksek olacaktır."
D_Tutorial_StringTable/Str_Tutorial_PopUp_Attack_010,"Use <img id=""LightAttack""/> to Light Attack. Though you won't deal much damage, you will be able to attack more swiftly.","<img id=""LightAttack""/> ile Hafif Saldırı yap. Çok fazla hasar vermesen de, daha hızlı saldırabileceksin."
D_Tutorial_StringTable/Str_Tutorial_Collectable,"Use <img id=""Pause""/> and go to Collectibles to view 
which key items and documents you currently have.","<img id=""Pause""/> kullanın ve hangi anahtar öğelere ve belgelere sahip olduğunuzu görmek için 
Koleksiyonlara gidin."
D_Tutorial_StringTable/Str_Tutorial_Omamori,"Use <img id=""Pause""/> and go to Equipment
to select and equip omamori.","<img id=""Pause""/> kullanın ve Donatıma gidin
omamori'yi seçip kuşanmak için."
D_Tutorial_StringTable/Str_Tutorial_Map_Again,"Use <img id=""Map""/> to open the map
and view your current objectives.","Haritayı açmak ve mevcut hedeflerinizi
görüntülemek için <img id=""Map""/> kullanın."
D_Tutorial_StringTable/Str_Tutorial_ClawChargedAttack,"Hold <img id=""Interact""/> near enemies 
who have been rendered inanimate to use Soul Siphon.","<img id=""Interact""/> tuşunu basılı tutarak hareketsiz hale getirilmiş düşmanların 
yakınında Ruh Çekme kullan."
D_Tutorial_StringTable/Str_Tutorial_PopUp_CounterAttack_010,"Certain enemy attacks will leave them vulnerable to counterattacks. A visual hint will appear when it is possible to counterattack. When the visual hint is shown, use <img id=""Heavyattack""/> to perform a Counter.","Bazı düşman saldırıları onları karşı saldırılara karşı savunmasız bırakacaktır. Karşı saldırı yapmak mümkün olduğunda görsel bir ipucu belirecektir. Görsel ipucu gösterildiğinde, bir Karşı Saldırı yapmak için <img id=""Heavyattack""/> kullanın."
D_Tutorial_StringTable/Str_Tutorial_PopUp_Attack_020,Enemies take more damage while stunned.,Sersemlemiş düşmanlar daha fazla hasar alır.
D_Tutorial_StringTable/Str_Tutorial_WepDurability,"Once a weapon's durability has been exhausted, 
that weapon will break and disappear. 
Toolkits can be used to restore a weapon's durability. ","Bir silahın dayanıklılığı tükendiğinde, 
o silah kırılacak ve kaybolacaktır. 
Alet çantaları, bir silahın dayanıklılığını geri kazandırmak için kullanılabilir."
D_Tutorial_StringTable/Str_Tutorial_PopUp_Omamori_010,Use Faith you have received at a hokora to obtain omamori.,Omamori elde etmek için hokorada aldığınız İnancı kullanın.
D_Tutorial_StringTable/Str_Tutorial_Clue,Clues to puzzles you have found will be listed in your journal.,Bulduğunuz bulmacaların ipuçları günlüğünüzde listelenecektir.
D_Tutorial_StringTable/Str_Tutorial_PopUp_ClawKill_010,Enemies that have been rendered inanimate will reanimate after a period of time.,"Hareketsiz hale getirilmiş düşmanlar, belirli bir süre sonra yeniden canlanacaktır."
D_Tutorial_StringTable/Str_Tutorial_PopUp_MaskFocus_020,"If you spot a suspicious-looking area in the Dark Shrine, use Focus and take a good look around.","Karanlık Tapınak'ta şüpheli görünen bir alan fark ederseniz, Odaklanma'yı kullanın ve etrafa iyice bakın."
D_Tutorial_StringTable/Str_Tutorial_PopUp_CounterAttack_030,"If no visual hint is shown during an enemy's attack, that attack cannot be countered. Additionally, hints will not appear while Hinako is attacking or dodging. So, keep a close eye on enemies' movements.","Bir düşmanın saldırısı sırasında görsel bir ipucu gösterilmiyorsa, o saldırıya karşı koyulamaz. Ek olarak, Hinako saldırırken veya kaçarken ipuçları görünmez. Bu yüzden düşmanların hareketlerini yakından takip edin."
D_Tutorial_StringTable/Str_Tutorial_PopUp_Transform_010,"The kudzu seal will fill up as you use Soul Siphon or attack enemies. Once it is full, you can use <img id=""ClawTransform""/> to Awaken your bestial form.","Kudzu mührü, Ruh Sifonunu kullandıkça veya düşmanlara saldırdıkça dolacaktır. Dolduğunda, <img id=""ClawTransform""/> kullanarak vahşi formunu Uyandırabilirsin."
D_Tutorial_StringTable/Str_Tutorial_ClawTransform,"When the kudzu seal is full, use <img id=""ClawTransform""/> 
to awaken your bestial form.","Kudzu mührü dolduğunda, <img id=""ClawTransform""/> kullanarak 
vahşi formunu uyandır."
D_Tutorial_StringTable/Str_Tutorial_EnemyLink,"When grabbed by an enemy, 
your Health and Sanity will drop significantly.","Bir düşman tarafından yakalandığınızda, 
Sağlığınız ve Akıl Sağlığınız önemli ölçüde azalacaktır."
D_Tutorial_StringTable/Str_Tutorial_PopUp_EnemyLink_020,"When grabbed by an enemy, your Health and Sanity will drop significantly. Be sure to stay aware of your surroundings. (If you have chosen ""Story"" as your difficulty level, being grabbed by enemies will not cost your current Max Sanity.)","Bir düşman tarafından yakalandığınızda, Sağlığınız ve Akıl Sağlığınız önemli ölçüde düşecektir. Çevrenizin farkında olduğunuzdan emin olun. (""Hikaye"" zorluk seviyesini seçtiyseniz, düşmanlar tarafından yakalanmak mevcut Maksimum Akıl Sağlığınızı etkilemeyecektir.)"
D_Tutorial_StringTable/Str_Tutorial_PopUp_EnemyLink_Title,Grabbed by Enemies,Düşmanlar Tarafından Yakalandı
D_Tutorial_StringTable/Str_Tutorial_PopUp_Transform_030,"Enemies that have been defeated using your bestial form will not reanimate. While attacking using <img id=""LightAttack""/>, you can unleash a devastating attack with <img id=""heavyattack""/>. Holding down the attack for longer will allow you to deal even more damage.","Hayvani formunuzu kullanarak yenilen düşmanlar yeniden canlanmayacak. <img id=""LightAttack""/> kullanarak saldırırken, <img id=""heavyattack""/> ile yıkıcı bir saldırı başlatabilirsiniz. Saldırıyı daha uzun süre basılı tutmak, daha da fazla hasar vermenizi sağlayacaktır."
D_Tutorial_StringTable/Str_Tutorial_PopUp_ClawKill_030,Enemies killed using the fox arm's Focus Attack will not reanimate.,Tilki kolunun Odak Saldırısı kullanılarak öldürülen düşmanlar yeniden canlanmayacak.
D_Tutorial_StringTable/Str_Tutorial_PopUp_Transform_020,"Use <img id=""ClawTransform""/> while in your bestial form to revert the fox arm to its normal state. The kudzu seal will deplete while you are Awakened. However, if you revert the fox arm before the seal runs out, then the seal will remain partially filled.","Tilki kolunu normal haline döndürmek için canavar formundayken <img id=""ClawTransform""/> kullanın. Uyanmış durumdayken kudzu mührü tükenecektir. Ancak, mühür bitmeden tilki kolunu eski haline döndürürseniz, mühür kısmen dolu kalacaktır."
D_Tutorial_StringTable/Str_Tutorial_PopUp_Transform_040,"While in your Awakened form, you can perform a Counter using <img id=""HeavyAttack""/> so long as a counter is possible—even if you are already in the middle of an attack.","Uyanmış formundayken, bir karşı atak mümkün olduğu sürece <img id=""HeavyAttack""/> kullanarak Karşı Atak yapabilirsiniz—zaten bir saldırının ortasında olsanız bile."
D_Tutorial_StringTable/Str_Tutorial_PopUp_Sanity_010,"Your Sanity will deplete when you use Focus
or take psychological damage from enemies.
When not in a state of Focus, your Sanity will
recover after some time.","Odağınızı kullandığınızda veya düşmanlardan psikolojik hasar
aldığınızda Sanity'niz azalır.
Odaklanma durumunda olmadığınızda, bir süre sonra Sanity'niz
iyileşecektir."
D_Tutorial_StringTable/Str_Tutorial_PopUp_Focus_010,"When using Focus with <img id=""Focus""/>, your Sanity will slowly deplete while your gauge fills up. Your max Sanity will decrease if you are attacked while using Focus in action difficulties other than ""Story"".","<img id=""Focus""/> ile Odaklanma'yı kullanırken, göstergeniz dolarken Aklınız yavaşça tükenecektir. ""Hikaye"" dışındaki aksiyon zorluklarında Odaklanma'yı kullanırken saldırıya uğrarsanız, maksimum Aklınız azalacaktır."
D_Tutorial_StringTable/Str_Tutorial_ChargedAttack,"Hold <img id=""Focus""/> to Focus.
Once your gauge is full, 
use <img id=""LightAttack""/> to perform a Focus Attack.","<img id=""Focus""/> tuşunu basılı tutarak Odaklan.
Göstergen dolduğunda, 
<img id=""LightAttack""/> tuşunu kullanarak Odaklanmış Saldırı yap."
D_Tutorial_StringTable/Str_Tutorial_PopUp_Axe_010,"Hold <img id=""HeavyAttack""/> to unleash a powerful attack. The longer the attack is held, the more brutal it will be.","Güçlü bir saldırı başlatmak için <img id=""HeavyAttack""/> tuşunu basılı tutun. Saldırı ne kadar uzun süre tutulursa, o kadar acımasız olacaktır."
D_Tutorial_StringTable/Str_Tutorial_LongInteract,"Hold <img id=""Interact""/> to move.","<img id=""Interact""/> tuşunu basılı tutarak hareket et."
D_Tutorial_StringTable/Str_Tutorial_ClawChargedAttack_020,"Enemies that have been rendered inanimate 
will reanimate after a period of time.","Hareketsiz hale getirilmiş düşmanlar 
bir süre sonra yeniden canlanacaktır."
D_Tutorial_StringTable/Str_Tutorial_PopUp_SSword_020,"While you cannot use the sacred sword to Focus Attack, your gauge will remain untouched if you attack while Focusing. However, if you are attacked while in this state, you will automatically block the attack and be forced out of Focus.","Kutsal kılıcı Odaklanmış Saldırı yapmak için kullanamasanız da, Odaklanırken saldırırsanız göstergeniz etkilenmez. Ancak, bu durumdayken saldırıya uğrarsanız, saldırıyı otomatik olarak bloke edersiniz ve Odaklanmadan çıkmaya zorlanırsınız."
D_Tutorial_StringTable/Str_Tutorial_PopUp_Sanity_020,"Your max Sanity will decrease if
you are attacked while using Focus in
action difficulties other than ""Story"".","Odaklanmayı kullanırken saldırıya uğrarsan,
""Hikaye"" dışındaki aksiyon zorluklarında,
maksimum Akıl Sağlığın azalacaktır."
D_Tutorial_StringTable/Str_Tutorial_Search,"Use <img id=""Interact""/> when near drawers 
or boxes to search them.","Çekmecelerin veya kutuların yakınındayken <img id=""Interact""/> kullan 
ve onları ara."
D_Tutorial_StringTable/Str_Tutorial_Counter,"When the visual hint is shown,
use <img id=""HeavyAttack""/> to Counter.","Görsel ipucu gösterildiğinde,
Karşı koymak için <img id=""HeavyAttack""/> kullanın."
D_VO_Enemy_StringTable/Str_TsukuBattle_VO_BreakDownA_040_Shuu,"Yeah, that's right. Good times.","Evet, doğru. Güzel günlerdi."
D_VO_Enemy_StringTable/Str_SaishuBattle_VO_LargeArmPhase_HPLessthan70_A_010_Saishu,"I'll place a curse on you!
You'll never know happiness!","Seni lanetleyeceğim!
Asla mutluluğu bilemeyeceksin!"
D_VO_Enemy_StringTable/Str_ParentsBattle_VO_BattleStart_030_Hina,Dad... Mom... Why...?,Baba... Anne... Neden...?
D_VO_Enemy_StringTable/Str_MikoBattle_VO_BattleStart_040_Hina,...What's...going on?!,...Neler...oluyor?!
D_VO_Enemy_StringTable/Str_TsukuBattle_VO_BreakDownB_000_Shuu,I was wrong...,Yanılmışım...
D_VO_Enemy_StringTable/Str_ParentsBattle_VO_HinaDeath_A_Mom,We're doing this to help you understand...,Bunu anlamana yardımcı olmak için yapıyoruz...
D_VO_Enemy_StringTable/Str_FinalBattle_VO_Tsuku_SpecialDialog_A_040_Hina,Don't you dare laugh!,Gülmeye sakın cüret etme!
D_VO_Enemy_StringTable/Str_TsukuBattle_VO_BreakDownB_130_Hina,No! You helped me OPEN my eyes.,Hayır! Gözlerimi AÇMAMA yardım ettin.
D_VO_Enemy_StringTable/Str_ShiroBattle_VO_HinaDeath_A,No... No... I don't want this... No...,Hayır... Hayır... Bunu istemiyorum... Hayır...
D_VO_Enemy_StringTable/Str_MikoBattle_VO_HPLessthan60_030_Miko,"Please don't leave me... 
I'll forgive you. Come back...","Lütfen beni bırakma... 
Seni affedeceğim. Geri gel..."
D_VO_Enemy_StringTable/Str_MikoBattle_VO_knockback_B,You need to stop lying to yourself.,Kendine yalan söylemeyi bırakmalısın.
D_VO_Enemy_StringTable/Str_SaishuBattle_VO_Kairai_Rush_B,NEVER come back!,ASLA geri gelme!
D_VO_Enemy_StringTable/Str_SaishuBattle_VO_Attack_FireField_A,Leave Shu alone!,Shu'yu rahat bırak!
D_VO_Enemy_StringTable/Str_TsukuBattle_VO_BreakDownB_040_Hina,But I didn't actually hate that I was born a girl or anything like that.,Aslında kız olarak doğmuş olmaktan falan nefret etmiyordum.
D_VO_Enemy_StringTable/Str_SaishuBattle_VO_LargeArmPhase_HPLessthan40_B_010_Hina,But I've got a new chance at life!,Ama hayata yeni bir şansla geldim!
D_VO_Enemy_StringTable/Str_FinalBattle_VO_Fox_SpecialDialog_C_030_Hina,He agonized over whether he should give up his whole life for his first love!,İlk aşkı için tüm hayatından vazgeçmeli mi diye büyük bir ızdırap çekti!
D_VO_Enemy_StringTable/Str_TsukuBattle_VO_BreakDownA_135_Hina,But you didn't get upset with me. Thanks for that.,Ama bana kızmadın. Bunun için teşekkür ederim.
D_VO_Enemy_StringTable/Str_TsukuBattle_VO_BreakDownB_125_Shuu,but I still didn't get why you were struggling.,ama neden zorlandığını hala anlamadım.
D_VO_Enemy_StringTable/Str_TsukuBattle_VO_BreakDownB_020_Shuu,But I realized,Ama fark ettim ki
D_VO_Enemy_StringTable/Str_FinalBattle_VO_Fox_SpecialDialog_A_030_Hina,"But as I got to know him better, I realized ",Ama onu daha yakından tanıdıkça fark ettim ki
D_VO_Enemy_StringTable/Str_FoxBattle_VO_SpecialDialog_C_010_Hina,"You fell for me and
devoted yourself to pursuing me.","Bana âşık oldun ve
kendini beni elde etmeye adadın."
D_VO_Enemy_StringTable/Str_FinalBattle_VO_Tsuku_SpecialDialog_D_030_Hina,You do not get to toy with us!,Bizimle oyuncak gibi oynayamazsın!
D_VO_Enemy_StringTable/Str_TsukuBattle_VO_BreakDownA_010_Hina,"Elementary school, first year.
Cleaning time. Remember?","İlkokul, birinci sınıf.
Temizlik zamanı. Hatırlıyor musun?"
D_VO_Enemy_StringTable/Str_FoxBattle_VO_HinaDeath_A,Calm...yourself...,Sakin...ol...
D_VO_Enemy_StringTable/Str_MikoBattle_VO_HPLessthan60_110_Miko,"Now then, just relax and close your eyes...",Şimdi rahatla ve gözlerini kapa...
D_VO_Enemy_StringTable/Str_SaishuBattle_VO_Knockback_C,Shu...,Şşş...
D_VO_Enemy_StringTable/Str_SaishuBattle_VO_Attack_FrontDash_D,Shu's sadness only fuels my rage more!,Shu'nun üzüntüsü öfkemi daha da körüklüyor!
D_VO_Enemy_StringTable/Str_TsukuBattle_VO_BreakDownA_000_Hina,"Shu, wake up!","Shu, uyan!"
D_VO_Enemy_StringTable/Str_TsukuBattle_VO_BreakDownA_006_Hina,"Hang in there, Shu!","Dayan, Shu!"
D_VO_Enemy_StringTable/Str_TsukuBattle_VO_Knockback_C_Shuu,That's it!,İşte bu kadar!
D_VO_Enemy_StringTable/Str_MikoBattle_VO_KaguraDanceHit_B,Stop it... Please...,Dur... Lütfen...
D_VO_Enemy_StringTable/Str_ParentsBattle_VO_HPLessthan50_030_Hina,I don't get it! This doesn't make any sense!,Anlamıyorum! Bunun hiçbir anlamı yok!
D_VO_Enemy_StringTable/Str_FoxBattle_VO_CombatEnd_010_Koto,So this is how it ends...,Demek böyle sona eriyor...
D_VO_Enemy_StringTable/Str_TsukuBattle_VO_BreakDownB_110_Shuu,"I got it all wrong…
I've been driving you into a corner...","Her şeyi yanlış anladım…
Seni köşeye sıkıştırdım..."
D_VO_Enemy_StringTable/Str_SaishuBattle_VO_Attack_FireAttack_E,DIE!,ÖL!
D_VO_Enemy_StringTable/Str_MikoBattle_VO_BattleStart_010_Miko,You traitor...,Seni hain...
D_VO_Enemy_StringTable/Str_MikoBattle_VO_BellAttack_A,You traitor!,Seni hain!
D_VO_Enemy_StringTable/Str_FinalBattle_VO_Tsuku_SpecialDialog_A_050_Hina,"The only one who should be laughing
is my future self!","Gülmesi gereken tek kişi,
gelecekteki ben olmalıyım!"
D_VO_Enemy_StringTable/Str_TsukuBattle_VO_HelpFromShuu_D,Damn it! Oh no you don't!,Kahretsin! Sakın yapma!
D_VO_Enemy_StringTable/Str_ParentsBattle_VO_DadBuffStart_A,Kimie! Damn you...,Kimie! Lanet olsun sana...
D_VO_Enemy_StringTable/Str_TsukuBattle_VO_BreakDownB_002_Hina,Huh?,Ha?
D_VO_Enemy_StringTable/Str_MikoBattle_VO_HPLessthan60_020_Hina,"Sakuko, please! Please stop this!","Sakuko, lütfen! Lütfen şunu durdur!"
D_VO_Enemy_StringTable/Str_MikoBattle_VO_BattleStart_020_Hina,Sakuko?! Why...?,Sakuko?! Neden...?
D_VO_Enemy_StringTable/Str_SaishuBattle_VO_Attack_FireAttack_A,Ngh... Gagh... It hurts...,Ngh... Gagh... Acıtıyor...
D_VO_Enemy_StringTable/Str_TsukuBattle_VO_BreakDownA_002_Shuu,(Groans),(İnliyor)
D_VO_Enemy_StringTable/Str_TsukuBattle_VO_HinaDeath_A_Shuu,NO! Hinako! HINAKOOO!,HAYIR! Hinako! HİNAKOOO!
D_VO_Enemy_StringTable/Str_SaishuBattle_VO_Kairai_Spawn_010,(cries),(ağlar)
D_VO_Enemy_StringTable/Str_FinalBattle_VO_Tsuku_SpecialDialog_B_010_Hina,What does my life have to gain from giving in to his feelings?,Onun hislerine yenik düşmek hayatıma ne kazandıracak ki?
D_VO_Enemy_StringTable/Str_FinalBattle_VO_Fox_SpecialDialog_C_020_Hina,Kotoyuki struggled so much!,Kotoyuki çok çabaladı!
D_VO_Enemy_StringTable/Str_MikoBattle_VO_HPLessthan20_020_Hina,Cut it out! You're not Sakuko!,Kes şunu! Sen Sakuko değilsin!
D_VO_Enemy_StringTable/Str_TsukuBattle_VO_HelpFromShuu_A,Partner... I...,Partner... Ben...
D_VO_Enemy_StringTable/Str_TsukuBattle_VO_BreakDownA_004_Shuu,Partner...?,Ortak...?
D_VO_Enemy_StringTable/Str_TsukuBattle_VO_HelpFromShuu_C,Partner! Watch out!,Partner! Dikkat et!
D_VO_Enemy_StringTable/Str_ParentsBattle_VO_BattleStart_010_Dad,"You're a woman, act like one! 
I've said it time and time again!","Sen bir kadınsın, öyle davran! 
Kaç kere söylemem gerekiyor?!"
D_VO_Enemy_StringTable/Str_FoxBattle_VO_SpecialDialog_C_030_Koto,You mean to say a woman's happiness is not to be given a man's love?,Yani bir kadının mutluluğu bir erkeğin aşkıyla verilmek zorunda değil mi diyorsun?
D_VO_Enemy_StringTable/Str_FinalBattle_VO_Tsuku_SpecialDialog_B_020_Hina,They say a woman finds happiness when she is loved by a man...,"Derler ki bir kadın, bir erkek tarafından sevildiğinde mutluluğu bulur..."
D_VO_Enemy_StringTable/Str_SaishuBattle_VO_Knockback_B,That hurts...,Bu acıtıyor...
D_VO_Enemy_StringTable/Str_MikoBattle_VO_HPLessthan20_110_Miko,"The more you refuse to give in,
the more you'll suffer!","Ne kadar çok teslim olmayı reddedersen,
o kadar çok acı çekeceksin!"
D_VO_Enemy_StringTable/Str_FoxBattle_VO_SpecialDialog_C_060_Hina,"If I accept your love,","Eğer aşkını kabul edersem,"
D_VO_Enemy_StringTable/Str_SaishuBattle_VO_Attack_FrontDash_A,I want you gone! I NEED you gone!,Defolmanı istiyorum! DEFOLMANI İHTİYACIM VAR!
D_VO_Enemy_StringTable/Str_SaishuBattle_VO_Kairai_Spawn_F,"If you hadn't been around,
I never would've felt so miserable!","Eğer etrafta olmasaydın,
hiç bu kadar sefil hissetmezdim!"
D_VO_Enemy_StringTable/Str_SaishuBattle_VO_LargeArmPhase_HPLessthan40_A_010_Saishu,"If you hadn't been born, I never would've suffered!","Doğmamış olsaydın, hiç acı çekmezdim!"
D_VO_Enemy_StringTable/Str_SaishuBattle_VO_LargeArmPhase_HPLessthan70_B_010_Saishu,You... You will know true misery before you die!,Sen... Ölmeden önce gerçek acıyı tadacaksın!
D_VO_Enemy_StringTable/Str_MikoBattle_VO_KaguraDanceHit_A,Wh-What are you doing...?,N-Ne yapıyorsun...?
D_VO_Enemy_StringTable/Str_ParentsBattle_VO_HinaDeath_B_Dad,Who do you think puts food on the table?!,Sence bu sofraya yemeği kim koyuyor?!
D_VO_Enemy_StringTable/Str_MikoBattle_VO_HinaDeath_D,That 500 yen you lent me... It's mine now...,Bana ödünç verdiğin 500 yen... Artık benim...
D_VO_Enemy_StringTable/Str_SaishuBattle_VO_Knockback_A,"Hinako, of all the nerve! ","Hinako, ne cüret!"
D_VO_Enemy_StringTable/Str_SaishuBattle_VO_Attack_FireField_C,Burn! The flames of my rage will sear you!,Yan! Öfkem alevleri seni kavuracak!
D_VO_Enemy_StringTable/Str_FoxBattle_VO_HinaDeath_B,Let the fox...spirit you away...,Tilkinin... seni alıp götürmesine izin ver...
D_VO_Enemy_StringTable/Str_ParentsBattle_VO_MomAttack_B,Enough of this! Stop this right now!,Yeter artık! Hemen durdur şunu!
D_VO_Enemy_StringTable/Str_SaishuBattle_VO_LargeArmPhase_HPLessthan70_B_030_Hina,"If you want to be happy, work for it! 
Change your fate!","Mutlu olmak istiyorsan, onun için çalış! 
Kaderini değiştir!"
